e,E,s,k
kline,1714310636005,BTCUSDT,"{'t': 1714310635000, 'T': 1714310635999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025908, 'L': 3577025912, 'o': '63802.00000000', 'c': '63802.00000000', 'h': '63802.01000000', 'l': '63802.00000000', 'v': '0.13795000', 'n': 5, 'x': True, 'q': '8801.48591840', 'V': '0.00184000', 'Q': '117.39569840', 'B': '0'}"
kline,1714310637005,BTCUSDT,"{'t': 1714310636000, 'T': 1714310636999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577025913, 'L': 3577026046, 'o': '63802.00000000', 'c': '63805.05000000', 'h': '63813.62000000', 'l': '63802.00000000', 'v': '10.09759000', 'n': 134, 'x': True, 'q': '644273.25279270', 'V': '10.09197000', 'Q': '643914.68506630', 'B': '0'}"
kline,1714310638006,BTCUSDT,"{'t': 1714310637000, 'T': 1714310637999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026047, 'L': 3577026051, 'o': '63805.04000000', 'c': '63805.04000000', 'h': '63805.05000000', 'l': '63805.04000000', 'v': '0.13517000', 'n': 5, 'x': True, 'q': '8624.52826330', 'V': '0.10065000', 'Q': '6421.97828250', 'B': '0'}"
kline,1714310639005,BTCUSDT,"{'t': 1714310638000, 'T': 1714310638999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026052, 'L': 3577026055, 'o': '63805.04000000', 'c': '63805.04000000', 'h': '63805.05000000', 'l': '63805.04000000', 'v': '0.01418000', 'n': 4, 'x': True, 'q': '904.75553920', 'V': '0.00720000', 'Q': '459.39636000', 'B': '0'}"
kline,1714310640005,BTCUSDT,"{'t': 1714310639000, 'T': 1714310639999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026056, 'L': 3577026129, 'o': '63805.04000000', 'c': '63802.01000000', 'h': '63805.04000000', 'l': '63802.00000000', 'v': '0.93943000', 'n': 74, 'x': True, 'q': '59939.76343180', 'V': '0.03276000', 'Q': '2090.15565720', 'B': '0'}"
kline,1714310641005,BTCUSDT,"{'t': 1714310640000, 'T': 1714310640999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026130, 'L': 3577026154, 'o': '63802.01000000', 'c': '63802.01000000', 'h': '63802.01000000', 'l': '63802.00000000', 'v': '0.02323000', 'n': 25, 'x': True, 'q': '1482.12056840', 'V': '0.01084000', 'Q': '691.61378840', 'B': '0'}"
kline,1714310642005,BTCUSDT,"{'t': 1714310641000, 'T': 1714310641999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026155, 'L': 3577026172, 'o': '63802.00000000', 'c': '63800.65000000', 'h': '63802.00000000', 'l': '63800.65000000', 'v': '0.47031000', 'n': 18, 'x': True, 'q': '30006.37976930', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310643006,BTCUSDT,"{'t': 1714310642000, 'T': 1714310642999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026173, 'L': 3577026178, 'o': '63800.66000000', 'c': '63800.66000000', 'h': '63800.66000000', 'l': '63800.66000000', 'v': '0.07190000', 'n': 6, 'x': True, 'q': '4587.26745400', 'V': '0.07190000', 'Q': '4587.26745400', 'B': '0'}"
kline,1714310644005,BTCUSDT,"{'t': 1714310643000, 'T': 1714310643999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026179, 'L': 3577026184, 'o': '63800.66000000', 'c': '63800.65000000', 'h': '63800.66000000', 'l': '63800.65000000', 'v': '0.09427000', 'n': 6, 'x': True, 'q': '6014.48765310', 'V': '0.03776000', 'Q': '2409.11292160', 'B': '0'}"
kline,1714310645005,BTCUSDT,"{'t': 1714310644000, 'T': 1714310644999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026185, 'L': 3577026185, 'o': '63800.66000000', 'c': '63800.66000000', 'h': '63800.66000000', 'l': '63800.66000000', 'v': '0.01454000', 'n': 1, 'x': True, 'q': '927.66159640', 'V': '0.01454000', 'Q': '927.66159640', 'B': '0'}"
kline,1714310646006,BTCUSDT,"{'t': 1714310645000, 'T': 1714310645999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026186, 'L': 3577026188, 'o': '63800.65000000', 'c': '63800.66000000', 'h': '63800.66000000', 'l': '63800.65000000', 'v': '0.00129000', 'n': 3, 'x': True, 'q': '82.30284360', 'V': '0.00051000', 'Q': '32.53833660', 'B': '0'}"
kline,1714310647005,BTCUSDT,"{'t': 1714310646000, 'T': 1714310646999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026189, 'L': 3577026204, 'o': '63800.65000000', 'c': '63800.66000000', 'h': '63800.66000000', 'l': '63800.65000000', 'v': '0.03235000', 'n': 16, 'x': True, 'q': '2063.95134050', 'V': '0.03130000', 'Q': '1996.96065800', 'B': '0'}"
kline,1714310648005,BTCUSDT,"{'t': 1714310647000, 'T': 1714310647999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026205, 'L': 3577026207, 'o': '63800.66000000', 'c': '63800.65000000', 'h': '63800.66000000', 'l': '63800.65000000', 'v': '0.00874000', 'n': 3, 'x': True, 'q': '557.61768510', 'V': '0.00041000', 'Q': '26.15827060', 'B': '0'}"
kline,1714310649005,BTCUSDT,"{'t': 1714310648000, 'T': 1714310648999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026208, 'L': 3577026213, 'o': '63800.65000000', 'c': '63800.66000000', 'h': '63800.66000000', 'l': '63800.65000000', 'v': '0.12797000', 'n': 6, 'x': True, 'q': '8164.56921040', 'V': '0.00299000', 'Q': '190.76397340', 'B': '0'}"
kline,1714310650006,BTCUSDT,"{'t': 1714310649000, 'T': 1714310649999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026214, 'L': 3577026216, 'o': '63800.66000000', 'c': '63800.65000000', 'h': '63800.66000000', 'l': '63800.65000000', 'v': '0.01886000', 'n': 3, 'x': True, 'q': '1203.28044570', 'V': '0.01867000', 'Q': '1191.15832220', 'B': '0'}"
kline,1714310651006,BTCUSDT,"{'t': 1714310650000, 'T': 1714310650999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026217, 'L': 3577026257, 'o': '63800.66000000', 'c': '63794.20000000', 'h': '63800.66000000', 'l': '63794.20000000', 'v': '1.68048000', 'n': 41, 'x': True, 'q': '107214.40150190', 'V': '0.00065000', 'Q': '41.47042900', 'B': '0'}"
kline,1714310652004,BTCUSDT,"{'t': 1714310651000, 'T': 1714310651999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026258, 'L': 3577026262, 'o': '63793.70000000', 'c': '63793.33000000', 'h': '63793.70000000', 'l': '63793.33000000', 'v': '0.02648000', 'n': 5, 'x': True, 'q': '1689.25350150', 'V': '0.00959000', 'Q': '611.77813060', 'B': '0'}"
kline,1714310653005,BTCUSDT,"{'t': 1714310652000, 'T': 1714310652999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026263, 'L': 3577026289, 'o': '63793.33000000', 'c': '63791.58000000', 'h': '63793.33000000', 'l': '63791.58000000', 'v': '0.86854000', 'n': 27, 'x': True, 'q': '55406.77845950', 'V': '0.01520000', 'Q': '969.64874370', 'B': '0'}"
kline,1714310654004,BTCUSDT,"{'t': 1714310653000, 'T': 1714310653999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026290, 'L': 3577026305, 'o': '63791.57000000', 'c': '63789.41000000', 'h': '63791.57000000', 'l': '63789.41000000', 'v': '1.01522000', 'n': 16, 'x': True, 'q': '64760.78926640', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310655005,BTCUSDT,"{'t': 1714310654000, 'T': 1714310654999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026306, 'L': 3577026319, 'o': '63789.41000000', 'c': '63788.85000000', 'h': '63789.41000000', 'l': '63788.85000000', 'v': '0.02075000', 'n': 14, 'x': True, 'q': '1323.62807000', 'V': '0.00173000', 'Q': '110.35472780', 'B': '0'}"
kline,1714310656005,BTCUSDT,"{'t': 1714310655000, 'T': 1714310655999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026320, 'L': 3577026336, 'o': '63788.85000000', 'c': '63787.47000000', 'h': '63788.85000000', 'l': '63787.47000000', 'v': '0.18697000', 'n': 17, 'x': True, 'q': '11926.52481310', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310657005,BTCUSDT,"{'t': 1714310656000, 'T': 1714310656999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026337, 'L': 3577026339, 'o': '63787.47000000', 'c': '63787.48000000', 'h': '63787.48000000', 'l': '63787.47000000', 'v': '0.02080000', 'n': 3, 'x': True, 'q': '1326.77958040', 'V': '0.02044000', 'Q': '1303.81609120', 'B': '0'}"
kline,1714310658005,BTCUSDT,"{'t': 1714310657000, 'T': 1714310657999, 's': 'BTCUSDT', 'i': '1s', 'f': -1, 'L': -1, 'o': '63787.48000000', 'c': '63787.48000000', 'h': '63787.48000000', 'l': '63787.48000000', 'v': '0.00000000', 'n': 0, 'x': True, 'q': '0.00000000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310659005,BTCUSDT,"{'t': 1714310658000, 'T': 1714310658999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026340, 'L': 3577026343, 'o': '63787.48000000', 'c': '63787.57000000', 'h': '63787.57000000', 'l': '63787.48000000', 'v': '0.04788000', 'n': 4, 'x': True, 'q': '3054.14827380', 'V': '0.00135000', 'Q': '86.11310700', 'B': '0'}"
kline,1714310660005,BTCUSDT,"{'t': 1714310659000, 'T': 1714310659999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026344, 'L': 3577026346, 'o': '63787.56000000', 'c': '63787.57000000', 'h': '63787.57000000', 'l': '63787.56000000', 'v': '0.00156000', 'n': 3, 'x': True, 'q': '99.50860760', 'V': '0.00140000', 'Q': '89.30259800', 'B': '0'}"
kline,1714310661004,BTCUSDT,"{'t': 1714310660000, 'T': 1714310660999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026347, 'L': 3577026393, 'o': '63787.56000000', 'c': '63787.47000000', 'h': '63787.56000000', 'l': '63787.47000000', 'v': '9.28973000', 'n': 47, 'x': True, 'q': '592569.12501130', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310662005,BTCUSDT,"{'t': 1714310661000, 'T': 1714310661999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026394, 'L': 3577026408, 'o': '63787.47000000', 'c': '63786.84000000', 'h': '63787.48000000', 'l': '63786.84000000', 'v': '0.15595000', 'n': 15, 'x': True, 'q': '9947.64238960', 'V': '0.04143000', 'Q': '2642.70132520', 'B': '0'}"
kline,1714310663005,BTCUSDT,"{'t': 1714310662000, 'T': 1714310662999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026409, 'L': 3577026409, 'o': '63786.84000000', 'c': '63786.84000000', 'h': '63786.84000000', 'l': '63786.84000000', 'v': '0.00056000', 'n': 1, 'x': True, 'q': '35.72063040', 'V': '0.00056000', 'Q': '35.72063040', 'B': '0'}"
kline,1714310664005,BTCUSDT,"{'t': 1714310663000, 'T': 1714310663999, 's': 'BTCUSDT', 'i': '1s', 'f': -1, 'L': -1, 'o': '63786.84000000', 'c': '63786.84000000', 'h': '63786.84000000', 'l': '63786.84000000', 'v': '0.00000000', 'n': 0, 'x': True, 'q': '0.00000000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310665005,BTCUSDT,"{'t': 1714310664000, 'T': 1714310664999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026410, 'L': 3577026410, 'o': '63786.83000000', 'c': '63786.83000000', 'h': '63786.83000000', 'l': '63786.83000000', 'v': '0.03144000', 'n': 1, 'x': True, 'q': '2005.45793520', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310666005,BTCUSDT,"{'t': 1714310665000, 'T': 1714310665999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026411, 'L': 3577026413, 'o': '63786.83000000', 'c': '63786.83000000', 'h': '63786.84000000', 'l': '63786.83000000', 'v': '0.00213000', 'n': 3, 'x': True, 'q': '135.86596520', 'V': '0.00173000', 'Q': '110.35123320', 'B': '0'}"
kline,1714310667005,BTCUSDT,"{'t': 1714310666000, 'T': 1714310666999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026414, 'L': 3577026418, 'o': '63786.83000000', 'c': '63786.83000000', 'h': '63786.84000000', 'l': '63786.83000000', 'v': '0.00847000', 'n': 5, 'x': True, 'q': '540.27445090', 'V': '0.00008000', 'Q': '5.10294720', 'B': '0'}"
kline,1714310668005,BTCUSDT,"{'t': 1714310667000, 'T': 1714310667999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026419, 'L': 3577026438, 'o': '63786.83000000', 'c': '63785.73000000', 'h': '63786.84000000', 'l': '63785.72000000', 'v': '0.18721000', 'n': 20, 'x': True, 'q': '11941.51120560', 'V': '0.01324000', 'Q': '844.53575250', 'B': '0'}"
kline,1714310671005,BTCUSDT,"{'t': 1714310670000, 'T': 1714310670999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026465, 'L': 3577026465, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63785.72000000', 'v': '0.00023000', 'n': 1, 'x': True, 'q': '14.67071560', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310672005,BTCUSDT,"{'t': 1714310671000, 'T': 1714310671999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026466, 'L': 3577026474, 'o': '63785.73000000', 'c': '63785.72000000', 'h': '63785.73000000', 'l': '63785.72000000', 'v': '0.10773000', 'n': 9, 'x': True, 'q': '6871.63593140', 'V': '0.03158000', 'Q': '2014.35335340', 'B': '0'}"
kline,1714310673005,BTCUSDT,"{'t': 1714310672000, 'T': 1714310672999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026475, 'L': 3577026488, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.73000000', 'l': '63785.72000000', 'v': '0.11445000', 'n': 14, 'x': True, 'q': '7300.27580470', 'V': '0.01507000', 'Q': '961.25095110', 'B': '0'}"
kline,1714310674006,BTCUSDT,"{'t': 1714310673000, 'T': 1714310673999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026489, 'L': 3577026504, 'o': '63785.73000000', 'c': '63783.41000000', 'h': '63785.73000000', 'l': '63783.41000000', 'v': '0.25132000', 'n': 16, 'x': True, 'q': '16030.53853590', 'V': '0.02182000', 'Q': '1391.80462860', 'B': '0'}"
kline,1714310675004,BTCUSDT,"{'t': 1714310674000, 'T': 1714310674999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026505, 'L': 3577026510, 'o': '63783.32000000', 'c': '63783.31000000', 'h': '63783.32000000', 'l': '63783.31000000', 'v': '0.01582000', 'n': 6, 'x': True, 'q': '1009.05211990', 'V': '0.01557000', 'Q': '993.10629240', 'B': '0'}"
kline,1714310676004,BTCUSDT,"{'t': 1714310675000, 'T': 1714310675999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026511, 'L': 3577026513, 'o': '63783.31000000', 'c': '63783.32000000', 'h': '63783.32000000', 'l': '63783.31000000', 'v': '0.00336000', 'n': 3, 'x': True, 'q': '214.31192390', 'V': '0.00023000', 'Q': '14.67016360', 'B': '0'}"
kline,1714310677005,BTCUSDT,"{'t': 1714310676000, 'T': 1714310676999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026514, 'L': 3577026517, 'o': '63783.31000000', 'c': '63783.32000000', 'h': '63783.32000000', 'l': '63783.31000000', 'v': '0.00069000', 'n': 4, 'x': True, 'q': '44.01048850', 'V': '0.00046000', 'Q': '29.34032720', 'B': '0'}"
kline,1714310678004,BTCUSDT,"{'t': 1714310677000, 'T': 1714310677999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026518, 'L': 3577026523, 'o': '63783.32000000', 'c': '63783.31000000', 'h': '63783.32000000', 'l': '63783.31000000', 'v': '0.10325000', 'n': 6, 'x': True, 'q': '6585.62709450', 'V': '0.03370000', 'Q': '2149.49788400', 'B': '0'}"
kline,1714310679005,BTCUSDT,"{'t': 1714310678000, 'T': 1714310678999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026524, 'L': 3577026525, 'o': '63783.32000000', 'c': '63783.32000000', 'h': '63783.32000000', 'l': '63783.32000000', 'v': '0.00199000', 'n': 2, 'x': True, 'q': '126.92880680', 'V': '0.00199000', 'Q': '126.92880680', 'B': '0'}"
kline,1714310680006,BTCUSDT,"{'t': 1714310679000, 'T': 1714310679999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026526, 'L': 3577026526, 'o': '63783.32000000', 'c': '63783.32000000', 'h': '63783.32000000', 'l': '63783.32000000', 'v': '0.00470000', 'n': 1, 'x': True, 'q': '299.78160400', 'V': '0.00470000', 'Q': '299.78160400', 'B': '0'}"
kline,1714310681005,BTCUSDT,"{'t': 1714310680000, 'T': 1714310680999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026527, 'L': 3577026538, 'o': '63783.32000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63783.32000000', 'v': '0.16866000', 'n': 12, 'x': True, 'q': '10757.69547150', 'V': '0.16855000', 'Q': '10750.67904230', 'B': '0'}"
kline,1714310682005,BTCUSDT,"{'t': 1714310681000, 'T': 1714310681999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026539, 'L': 3577026543, 'o': '63785.73000000', 'c': '63785.72000000', 'h': '63785.73000000', 'l': '63785.72000000', 'v': '0.01591000', 'n': 5, 'x': True, 'q': '1014.83096200', 'V': '0.01568000', 'Q': '1000.16024640', 'B': '0'}"
kline,1714310683005,BTCUSDT,"{'t': 1714310682000, 'T': 1714310682999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026544, 'L': 3577026545, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63785.72000000', 'v': '0.01592000', 'n': 2, 'x': True, 'q': '1015.46866240', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310684005,BTCUSDT,"{'t': 1714310683000, 'T': 1714310683999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026546, 'L': 3577026547, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63785.72000000', 'v': '0.00023000', 'n': 2, 'x': True, 'q': '14.67071560', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310685005,BTCUSDT,"{'t': 1714310684000, 'T': 1714310684999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026548, 'L': 3577026550, 'o': '63785.73000000', 'c': '63785.73000000', 'h': '63785.73000000', 'l': '63785.72000000', 'v': '0.01885000', 'n': 3, 'x': True, 'q': '1202.36099570', 'V': '0.01737000', 'Q': '1107.95813010', 'B': '0'}"
kline,1714310686005,BTCUSDT,"{'t': 1714310685000, 'T': 1714310685999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026551, 'L': 3577026559, 'o': '63785.72000000', 'c': '63785.73000000', 'h': '63785.73000000', 'l': '63785.72000000', 'v': '0.06683000', 'n': 9, 'x': True, 'q': '4262.79992740', 'V': '0.02598000', 'Q': '1657.15326540', 'B': '0'}"
kline,1714310687005,BTCUSDT,"{'t': 1714310686000, 'T': 1714310686999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026560, 'L': 3577026560, 'o': '63785.73000000', 'c': '63785.73000000', 'h': '63785.73000000', 'l': '63785.73000000', 'v': '0.00009000', 'n': 1, 'x': True, 'q': '5.74071570', 'V': '0.00009000', 'Q': '5.74071570', 'B': '0'}"
kline,1714310688005,BTCUSDT,"{'t': 1714310687000, 'T': 1714310687999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026561, 'L': 3577026561, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63785.72000000', 'v': '0.00013000', 'n': 1, 'x': True, 'q': '8.29214360', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310689005,BTCUSDT,"{'t': 1714310688000, 'T': 1714310688999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026562, 'L': 3577026574, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63785.72000000', 'v': '1.00158000', 'n': 13, 'x': True, 'q': '63886.50143760', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310690005,BTCUSDT,"{'t': 1714310689000, 'T': 1714310689999, 's': 'BTCUSDT', 'i': '1s', 'f': -1, 'L': -1, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63785.72000000', 'v': '0.00000000', 'n': 0, 'x': True, 'q': '0.00000000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310691005,BTCUSDT,"{'t': 1714310690000, 'T': 1714310690999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026575, 'L': 3577026576, 'o': '63785.72000000', 'c': '63785.72000000', 'h': '63785.72000000', 'l': '63785.72000000', 'v': '0.00031000', 'n': 2, 'x': True, 'q': '19.77357320', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310692005,BTCUSDT,"{'t': 1714310691000, 'T': 1714310691999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026577, 'L': 3577026581, 'o': '63785.73000000', 'c': '63785.73000000', 'h': '63785.73000000', 'l': '63785.72000000', 'v': '0.00389000', 'n': 5, 'x': True, 'q': '248.12647950', 'V': '0.00287000', 'Q': '183.06504510', 'B': '0'}"
kline,1714310693005,BTCUSDT,"{'t': 1714310692000, 'T': 1714310692999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026582, 'L': 3577026605, 'o': '63785.72000000', 'c': '63784.71000000', 'h': '63785.72000000', 'l': '63784.71000000', 'v': '1.01302000', 'n': 24, 'x': True, 'q': '64616.19476040', 'V': '0.01289000', 'Q': '822.18504080', 'B': '0'}"
kline,1714310694005,BTCUSDT,"{'t': 1714310693000, 'T': 1714310693999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026606, 'L': 3577026607, 'o': '63784.72000000', 'c': '63784.72000000', 'h': '63784.72000000', 'l': '63784.72000000', 'v': '0.02089000', 'n': 2, 'x': True, 'q': '1332.46280080', 'V': '0.02089000', 'Q': '1332.46280080', 'B': '0'}"
kline,1714310695005,BTCUSDT,"{'t': 1714310694000, 'T': 1714310694999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026608, 'L': 3577026612, 'o': '63784.72000000', 'c': '63784.71000000', 'h': '63784.72000000', 'l': '63784.71000000', 'v': '0.01885000', 'n': 5, 'x': True, 'q': '1202.34180770', 'V': '0.00242000', 'Q': '154.35902240', 'B': '0'}"
kline,1714310696005,BTCUSDT,"{'t': 1714310695000, 'T': 1714310695999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026613, 'L': 3577026615, 'o': '63784.72000000', 'c': '63784.71000000', 'h': '63784.72000000', 'l': '63784.71000000', 'v': '0.00894000', 'n': 3, 'x': True, 'q': '570.23538690', 'V': '0.00795000', 'Q': '507.08852400', 'B': '0'}"
kline,1714310697005,BTCUSDT,"{'t': 1714310696000, 'T': 1714310696999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026616, 'L': 3577026620, 'o': '63784.72000000', 'c': '63784.71000000', 'h': '63784.72000000', 'l': '63784.71000000', 'v': '0.01557000', 'n': 5, 'x': True, 'q': '993.12807680', 'V': '0.01421000', 'Q': '906.38087120', 'B': '0'}"
kline,1714310698005,BTCUSDT,"{'t': 1714310697000, 'T': 1714310697999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026621, 'L': 3577026659, 'o': '63784.71000000', 'c': '63778.89000000', 'h': '63784.72000000', 'l': '63778.89000000', 'v': '1.10807000', 'n': 39, 'x': True, 'q': '70674.04377290', 'V': '0.00190000', 'Q': '121.19096800', 'B': '0'}"
kline,1714310699005,BTCUSDT,"{'t': 1714310698000, 'T': 1714310698999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026660, 'L': 3577026669, 'o': '63778.89000000', 'c': '63778.34000000', 'h': '63778.89000000', 'l': '63778.34000000', 'v': '0.13973000', 'n': 10, 'x': True, 'q': '8911.81250630', 'V': '0.01507000', 'Q': '961.13958380', 'B': '0'}"
kline,1714310700005,BTCUSDT,"{'t': 1714310699000, 'T': 1714310699999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026670, 'L': 3577026710, 'o': '63778.34000000', 'c': '63778.33000000', 'h': '63778.34000000', 'l': '63778.33000000', 'v': '0.59813000', 'n': 41, 'x': True, 'q': '38147.73836430', 'V': '0.58414000', 'Q': '37255.47952760', 'B': '0'}"
kline,1714310701005,BTCUSDT,"{'t': 1714310700000, 'T': 1714310700999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026711, 'L': 3577026737, 'o': '63778.34000000', 'c': '63778.33000000', 'h': '63778.34000000', 'l': '63778.33000000', 'v': '0.09825000', 'n': 27, 'x': True, 'q': '6266.22110310', 'V': '0.01806000', 'Q': '1151.83682040', 'B': '0'}"
kline,1714310702005,BTCUSDT,"{'t': 1714310701000, 'T': 1714310701999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026738, 'L': 3577026741, 'o': '63778.33000000', 'c': '63778.33000000', 'h': '63778.33000000', 'l': '63778.33000000', 'v': '0.06223000', 'n': 4, 'x': True, 'q': '3968.92547590', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310703004,BTCUSDT,"{'t': 1714310702000, 'T': 1714310702999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026742, 'L': 3577026758, 'o': '63778.34000000', 'c': '63777.04000000', 'h': '63778.34000000', 'l': '63777.04000000', 'v': '0.68976000', 'n': 17, 'x': True, 'q': '43991.62351480', 'V': '0.08736000', 'Q': '5571.67565340', 'B': '0'}"
kline,1714310704006,BTCUSDT,"{'t': 1714310703000, 'T': 1714310703999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026759, 'L': 3577026760, 'o': '63777.05000000', 'c': '63777.05000000', 'h': '63777.05000000', 'l': '63777.05000000', 'v': '0.02559000', 'n': 2, 'x': True, 'q': '1632.05470950', 'V': '0.02559000', 'Q': '1632.05470950', 'B': '0'}"
kline,1714310705005,BTCUSDT,"{'t': 1714310704000, 'T': 1714310704999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026761, 'L': 3577026762, 'o': '63777.04000000', 'c': '63777.04000000', 'h': '63777.04000000', 'l': '63777.04000000', 'v': '0.00992000', 'n': 2, 'x': True, 'q': '632.66823680', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310706005,BTCUSDT,"{'t': 1714310705000, 'T': 1714310705999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026763, 'L': 3577026767, 'o': '63777.05000000', 'c': '63777.05000000', 'h': '63777.05000000', 'l': '63777.04000000', 'v': '0.02006000', 'n': 5, 'x': True, 'q': '1279.36745870', 'V': '0.00363000', 'Q': '231.51069150', 'B': '0'}"
kline,1714310707004,BTCUSDT,"{'t': 1714310706000, 'T': 1714310706999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577026768, 'L': 3577026772, 'o': '63777.04000000', 'c': '63777.04000000', 'h': '63777.05000000', 'l': '63777.04000000', 'v': '0.02866000', 'n': 5, 'x': True, 'q': '1827.84998360', 'V': '0.00172000', 'Q': '109.69652600', 'B': '0'}"
