e,E,s,k
kline,1714310811006,BTCUSDT,"{'t': 1714310810000, 'T': 1714310810999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027579, 'L': 3577027589, 'o': '63723.15000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.31560000', 'n': 11, 'x': True, 'q': '20111.02894800', 'V': '0.28080000', 'Q': '17893.46332800', 'B': '0'}"
kline,1714310812006,BTCUSDT,"{'t': 1714310811000, 'T': 1714310811999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027590, 'L': 3577027594, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.11352000', 'n': 5, 'x': True, 'q': '7233.85198800', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310813006,BTCUSDT,"{'t': 1714310812000, 'T': 1714310812999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027595, 'L': 3577027601, 'o': '63723.15000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.08946000', 'n': 7, 'x': True, 'q': '5700.67300960', 'V': '0.00106000', 'Q': '67.54654960', 'B': '0'}"
kline,1714310814005,BTCUSDT,"{'t': 1714310813000, 'T': 1714310813999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027602, 'L': 3577027607, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.09865000', 'n': 6, 'x': True, 'q': '6286.28874890', 'V': '0.00014000', 'Q': '8.92124240', 'B': '0'}"
kline,1714310815005,BTCUSDT,"{'t': 1714310814000, 'T': 1714310814999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027608, 'L': 3577027617, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.38530000', 'n': 10, 'x': True, 'q': '24552.52969500', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310816005,BTCUSDT,"{'t': 1714310815000, 'T': 1714310815999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027618, 'L': 3577027624, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.06308000', 'n': 7, 'x': True, 'q': '4019.65630780', 'V': '0.00058000', 'Q': '36.95943280', 'B': '0'}"
kline,1714310817006,BTCUSDT,"{'t': 1714310816000, 'T': 1714310816999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027625, 'L': 3577027630, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.02902000', 'n': 6, 'x': True, 'q': '1849.24589380', 'V': '0.00808000', 'Q': '514.88313280', 'B': '0'}"
kline,1714310818005,BTCUSDT,"{'t': 1714310817000, 'T': 1714310817999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027631, 'L': 3577027632, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.16000000', 'v': '0.00824000', 'n': 2, 'x': True, 'q': '525.07883840', 'V': '0.00824000', 'Q': '525.07883840', 'B': '0'}"
kline,1714310819005,BTCUSDT,"{'t': 1714310818000, 'T': 1714310818999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027633, 'L': 3577027636, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.00306000', 'n': 4, 'x': True, 'q': '194.99283900', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310820005,BTCUSDT,"{'t': 1714310819000, 'T': 1714310819999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027637, 'L': 3577027668, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.07114000', 'n': 32, 'x': True, 'q': '4533.26550060', 'V': '0.06096000', 'Q': '3884.56383360', 'B': '0'}"
kline,1714310821004,BTCUSDT,"{'t': 1714310820000, 'T': 1714310820999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027669, 'L': 3577027697, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.02607000', 'n': 29, 'x': True, 'q': '1661.26261050', 'V': '0.00900000', 'Q': '573.50844000', 'B': '0'}"
kline,1714310822004,BTCUSDT,"{'t': 1714310821000, 'T': 1714310821999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027698, 'L': 3577027702, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.04400000', 'n': 5, 'x': True, 'q': '2803.81860000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310823005,BTCUSDT,"{'t': 1714310822000, 'T': 1714310822999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027703, 'L': 3577027720, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.38017000', 'n': 18, 'x': True, 'q': '24225.63332320', 'V': '0.33877000', 'Q': '21587.49491320', 'B': '0'}"
kline,1714310824005,BTCUSDT,"{'t': 1714310823000, 'T': 1714310823999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027721, 'L': 3577027723, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.16000000', 'v': '0.00649000', 'n': 3, 'x': True, 'q': '413.56330840', 'V': '0.00649000', 'Q': '413.56330840', 'B': '0'}"
kline,1714310825005,BTCUSDT,"{'t': 1714310824000, 'T': 1714310824999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027724, 'L': 3577027725, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.00875000', 'n': 2, 'x': True, 'q': '557.57756250', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310826005,BTCUSDT,"{'t': 1714310825000, 'T': 1714310825999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027726, 'L': 3577027737, 'o': '63723.15000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.21164000', 'n': 12, 'x': True, 'q': '13486.36775620', 'V': '0.02902000', 'Q': '1849.24610320', 'B': '0'}"
kline,1714310827005,BTCUSDT,"{'t': 1714310826000, 'T': 1714310826999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027738, 'L': 3577027741, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.00218000', 'n': 4, 'x': True, 'q': '138.91648160', 'V': '0.00146000', 'Q': '93.03581360', 'B': '0'}"
kline,1714310828005,BTCUSDT,"{'t': 1714310827000, 'T': 1714310827999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027742, 'L': 3577027743, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.02033000', 'n': 2, 'x': True, 'q': '1295.49163950', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310829005,BTCUSDT,"{'t': 1714310828000, 'T': 1714310828999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027744, 'L': 3577027745, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.01030000', 'n': 2, 'x': True, 'q': '656.34844500', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310830004,BTCUSDT,"{'t': 1714310829000, 'T': 1714310829999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027746, 'L': 3577027750, 'o': '63723.15000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.01577000', 'n': 5, 'x': True, 'q': '1004.91412320', 'V': '0.00477000', 'Q': '303.95947320', 'B': '0'}"
kline,1714310831005,BTCUSDT,"{'t': 1714310830000, 'T': 1714310830999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027751, 'L': 3577027756, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.01519000', 'n': 6, 'x': True, 'q': '967.95479280', 'V': '0.01443000', 'Q': '919.52519880', 'B': '0'}"
kline,1714310832005,BTCUSDT,"{'t': 1714310831000, 'T': 1714310831999, 's': 'BTCUSDT', 'i': '1s', 'f': -1, 'L': -1, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.16000000', 'v': '0.00000000', 'n': 0, 'x': True, 'q': '0.00000000', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310833005,BTCUSDT,"{'t': 1714310832000, 'T': 1714310832999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027757, 'L': 3577027772, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.16000000', 'v': '0.00976000', 'n': 16, 'x': True, 'q': '621.93804160', 'V': '0.00976000', 'Q': '621.93804160', 'B': '0'}"
kline,1714310834005,BTCUSDT,"{'t': 1714310833000, 'T': 1714310833999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027773, 'L': 3577027774, 'o': '63723.16000000', 'c': '63723.15000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.00340000', 'n': 2, 'x': True, 'q': '216.65874300', 'V': '0.00330000', 'Q': '210.28642800', 'B': '0'}"
kline,1714310835005,BTCUSDT,"{'t': 1714310834000, 'T': 1714310834999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027775, 'L': 3577027799, 'o': '63723.15000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.11728000', 'n': 25, 'x': True, 'q': '7473.45218100', 'V': '0.11490000', 'Q': '7321.79108400', 'B': '0'}"
kline,1714310836006,BTCUSDT,"{'t': 1714310835000, 'T': 1714310835999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027800, 'L': 3577027800, 'o': '63723.15000000', 'c': '63723.15000000', 'h': '63723.15000000', 'l': '63723.15000000', 'v': '0.00247000', 'n': 1, 'x': True, 'q': '157.39618050', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310837005,BTCUSDT,"{'t': 1714310836000, 'T': 1714310836999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027801, 'L': 3577027807, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.16000000', 'v': '0.00425000', 'n': 7, 'x': True, 'q': '270.82343000', 'V': '0.00425000', 'Q': '270.82343000', 'B': '0'}"
kline,1714310838006,BTCUSDT,"{'t': 1714310837000, 'T': 1714310837999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027808, 'L': 3577027811, 'o': '63723.15000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.15000000', 'v': '0.00856000', 'n': 4, 'x': True, 'q': '545.47019340', 'V': '0.00294000', 'Q': '187.34609040', 'B': '0'}"
kline,1714310839005,BTCUSDT,"{'t': 1714310838000, 'T': 1714310838999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027812, 'L': 3577027829, 'o': '63723.16000000', 'c': '63723.16000000', 'h': '63723.16000000', 'l': '63723.16000000', 'v': '0.00428000', 'n': 18, 'x': True, 'q': '272.73512480', 'V': '0.00428000', 'Q': '272.73512480', 'B': '0'}"
kline,1714310840006,BTCUSDT,"{'t': 1714310839000, 'T': 1714310839999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027830, 'L': 3577027995, 'o': '63723.16000000', 'c': '63737.99000000', 'h': '63737.99000000', 'l': '63723.15000000', 'v': '3.72114000', 'n': 166, 'x': True, 'q': '237144.19086070', 'V': '3.70356000', 'Q': '236023.93788370', 'B': '0'}"
kline,1714310841006,BTCUSDT,"{'t': 1714310840000, 'T': 1714310840999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577027996, 'L': 3577028040, 'o': '63738.00000000', 'c': '63741.97000000', 'h': '63741.98000000', 'l': '63738.00000000', 'v': '4.73644000', 'n': 45, 'x': True, 'q': '301909.57868310', 'V': '0.12776000', 'Q': '8143.23638350', 'B': '0'}"
kline,1714310842006,BTCUSDT,"{'t': 1714310841000, 'T': 1714310841999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028041, 'L': 3577028116, 'o': '63741.97000000', 'c': '63729.11000000', 'h': '63741.97000000', 'l': '63726.97000000', 'v': '3.75059000', 'n': 76, 'x': True, 'q': '239051.51490090', 'V': '0.00061000', 'Q': '38.87476320', 'B': '0'}"
kline,1714310843005,BTCUSDT,"{'t': 1714310842000, 'T': 1714310842999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028117, 'L': 3577028128, 'o': '63729.11000000', 'c': '63726.45000000', 'h': '63729.11000000', 'l': '63726.45000000', 'v': '0.06897000', 'n': 12, 'x': True, 'q': '4395.31270900', 'V': '0.05116000', 'Q': '3260.29785110', 'B': '0'}"
kline,1714310844005,BTCUSDT,"{'t': 1714310843000, 'T': 1714310843999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028129, 'L': 3577028137, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.13923000', 'n': 9, 'x': True, 'q': '8872.63477520', 'V': '0.11417000', 'Q': '7275.64993820', 'B': '0'}"
kline,1714310845005,BTCUSDT,"{'t': 1714310844000, 'T': 1714310844999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028138, 'L': 3577028146, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.18435000', 'n': 9, 'x': True, 'q': '11747.97282150', 'V': '0.17640000', 'Q': '11241.34754400', 'B': '0'}"
kline,1714310846004,BTCUSDT,"{'t': 1714310845000, 'T': 1714310845999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028147, 'L': 3577028154, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.09960000', 'n': 8, 'x': True, 'q': '6347.15527720', 'V': '0.08572000', 'Q': '5462.63215120', 'B': '0'}"
kline,1714310847005,BTCUSDT,"{'t': 1714310846000, 'T': 1714310846999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028155, 'L': 3577028158, 'o': '63726.46000000', 'c': '63726.45000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.00096000', 'n': 4, 'x': True, 'q': '61.17739680', 'V': '0.00048000', 'Q': '30.58870080', 'B': '0'}"
kline,1714310848005,BTCUSDT,"{'t': 1714310847000, 'T': 1714310847999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028159, 'L': 3577028164, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.16859000', 'n': 6, 'x': True, 'q': '10743.64222380', 'V': '0.00183000', 'Q': '116.61942180', 'B': '0'}"
kline,1714310849005,BTCUSDT,"{'t': 1714310848000, 'T': 1714310848999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028165, 'L': 3577028169, 'o': '63726.46000000', 'c': '63726.45000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.00767000', 'n': 5, 'x': True, 'q': '488.78187410', 'V': '0.00026000', 'Q': '16.56887960', 'B': '0'}"
kline,1714310850005,BTCUSDT,"{'t': 1714310849000, 'T': 1714310849999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028170, 'L': 3577028174, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.05407000', 'n': 5, 'x': True, 'q': '3445.68969070', 'V': '0.05392000', 'Q': '3436.13072320', 'B': '0'}"
kline,1714310851005,BTCUSDT,"{'t': 1714310850000, 'T': 1714310850999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028175, 'L': 3577028194, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.01086000', 'n': 20, 'x': True, 'q': '692.06933780', 'V': '0.00908000', 'Q': '578.63625680', 'B': '0'}"
kline,1714310852005,BTCUSDT,"{'t': 1714310851000, 'T': 1714310851999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028195, 'L': 3577028197, 'o': '63726.45000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.45000000', 'v': '0.00133000', 'n': 3, 'x': True, 'q': '84.75618000', 'V': '0.00015000', 'Q': '9.55896900', 'B': '0'}"
kline,1714310853005,BTCUSDT,"{'t': 1714310852000, 'T': 1714310852999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028198, 'L': 3577028198, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.46000000', 'v': '0.00041000', 'n': 1, 'x': True, 'q': '26.12784860', 'V': '0.00041000', 'Q': '26.12784860', 'B': '0'}"
kline,1714310856004,BTCUSDT,"{'t': 1714310855000, 'T': 1714310855999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028209, 'L': 3577028209, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.46000000', 'v': '0.00251000', 'n': 1, 'x': True, 'q': '159.95341460', 'V': '0.00251000', 'Q': '159.95341460', 'B': '0'}"
kline,1714310857004,BTCUSDT,"{'t': 1714310856000, 'T': 1714310856999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028210, 'L': 3577028218, 'o': '63726.46000000', 'c': '63726.46000000', 'h': '63726.46000000', 'l': '63726.46000000', 'v': '0.11149000', 'n': 9, 'x': True, 'q': '7104.86302540', 'V': '0.11149000', 'Q': '7104.86302540', 'B': '0'}"
kline,1714310858005,BTCUSDT,"{'t': 1714310857000, 'T': 1714310857999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028219, 'L': 3577028271, 'o': '63726.46000000', 'c': '63734.84000000', 'h': '63734.84000000', 'l': '63726.46000000', 'v': '0.42951000', 'n': 53, 'x': True, 'q': '27372.73127230', 'V': '0.30144000', 'Q': '19210.21031350', 'B': '0'}"
kline,1714310859004,BTCUSDT,"{'t': 1714310858000, 'T': 1714310858999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028272, 'L': 3577028290, 'o': '63734.85000000', 'c': '63739.41000000', 'h': '63739.42000000', 'l': '63734.85000000', 'v': '0.68336000', 'n': 19, 'x': True, 'q': '43556.28051450', 'V': '0.13740000', 'Q': '8757.20339490', 'B': '0'}"
kline,1714310860003,BTCUSDT,"{'t': 1714310859000, 'T': 1714310859999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028291, 'L': 3577028293, 'o': '63739.41000000', 'c': '63739.41000000', 'h': '63739.41000000', 'l': '63739.41000000', 'v': '0.25880000', 'n': 3, 'x': True, 'q': '16495.75930800', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310861004,BTCUSDT,"{'t': 1714310860000, 'T': 1714310860999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028294, 'L': 3577028296, 'o': '63739.41000000', 'c': '63739.41000000', 'h': '63739.42000000', 'l': '63739.41000000', 'v': '0.00447000', 'n': 3, 'x': True, 'q': '284.91516670', 'V': '0.00040000', 'Q': '25.49576800', 'B': '0'}"
kline,1714310862005,BTCUSDT,"{'t': 1714310861000, 'T': 1714310861999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028297, 'L': 3577028298, 'o': '63739.41000000', 'c': '63739.41000000', 'h': '63739.41000000', 'l': '63739.41000000', 'v': '0.00550000', 'n': 2, 'x': True, 'q': '350.56675500', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310863004,BTCUSDT,"{'t': 1714310862000, 'T': 1714310862999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028299, 'L': 3577028303, 'o': '63739.41000000', 'c': '63739.41000000', 'h': '63739.42000000', 'l': '63739.41000000', 'v': '0.00140000', 'n': 5, 'x': True, 'q': '89.23518170', 'V': '0.00077000', 'Q': '49.07935340', 'B': '0'}"
kline,1714310864005,BTCUSDT,"{'t': 1714310863000, 'T': 1714310863999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028304, 'L': 3577028305, 'o': '63739.41000000', 'c': '63739.42000000', 'h': '63739.42000000', 'l': '63739.41000000', 'v': '0.10190000', 'n': 2, 'x': True, 'q': '6495.04588320', 'V': '0.00042000', 'Q': '26.77055640', 'B': '0'}"
kline,1714310865005,BTCUSDT,"{'t': 1714310864000, 'T': 1714310864999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028306, 'L': 3577028310, 'o': '63739.42000000', 'c': '63739.42000000', 'h': '63739.42000000', 'l': '63739.41000000', 'v': '0.00194000', 'n': 5, 'x': True, 'q': '123.65446640', 'V': '0.00110000', 'Q': '70.11336200', 'B': '0'}"
kline,1714310866005,BTCUSDT,"{'t': 1714310865000, 'T': 1714310865999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028311, 'L': 3577028312, 'o': '63739.41000000', 'c': '63739.41000000', 'h': '63739.41000000', 'l': '63739.41000000', 'v': '0.01184000', 'n': 2, 'x': True, 'q': '754.67461440', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310867004,BTCUSDT,"{'t': 1714310866000, 'T': 1714310866999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028313, 'L': 3577028315, 'o': '63739.41000000', 'c': '63739.42000000', 'h': '63739.42000000', 'l': '63739.41000000', 'v': '0.01729000', 'n': 3, 'x': True, 'q': '1102.05452950', 'V': '0.01306000', 'Q': '832.43682520', 'B': '0'}"
kline,1714310868005,BTCUSDT,"{'t': 1714310867000, 'T': 1714310867999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028316, 'L': 3577028320, 'o': '63739.42000000', 'c': '63739.42000000', 'h': '63739.42000000', 'l': '63739.42000000', 'v': '0.01418000', 'n': 5, 'x': True, 'q': '903.82497560', 'V': '0.01418000', 'Q': '903.82497560', 'B': '0'}"
kline,1714310869005,BTCUSDT,"{'t': 1714310868000, 'T': 1714310868999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028321, 'L': 3577028321, 'o': '63739.41000000', 'c': '63739.41000000', 'h': '63739.41000000', 'l': '63739.41000000', 'v': '0.00009000', 'n': 1, 'x': True, 'q': '5.73654690', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310870005,BTCUSDT,"{'t': 1714310869000, 'T': 1714310869999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028322, 'L': 3577028331, 'o': '63739.42000000', 'c': '63739.41000000', 'h': '63739.42000000', 'l': '63739.41000000', 'v': '0.28521000', 'n': 10, 'x': True, 'q': '18179.11997420', 'V': '0.28481000', 'Q': '18153.62421020', 'B': '0'}"
kline,1714310871005,BTCUSDT,"{'t': 1714310870000, 'T': 1714310870999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028332, 'L': 3577028357, 'o': '63739.42000000', 'c': '63739.42000000', 'h': '63739.42000000', 'l': '63739.41000000', 'v': '0.12849000', 'n': 26, 'x': True, 'q': '8189.87807310', 'V': '0.12822000', 'Q': '8172.66843240', 'B': '0'}"
kline,1714310872005,BTCUSDT,"{'t': 1714310871000, 'T': 1714310871999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028358, 'L': 3577028363, 'o': '63739.43000000', 'c': '63742.01000000', 'h': '63742.02000000', 'l': '63739.43000000', 'v': '0.08097000', 'n': 6, 'x': True, 'q': '5161.16764250', 'V': '0.08088000', 'Q': '5155.43086160', 'B': '0'}"
kline,1714310873005,BTCUSDT,"{'t': 1714310872000, 'T': 1714310872999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028364, 'L': 3577028365, 'o': '63742.01000000', 'c': '63742.02000000', 'h': '63742.02000000', 'l': '63742.01000000', 'v': '0.00229000', 'n': 2, 'x': True, 'q': '145.96920520', 'V': '0.00023000', 'Q': '14.66066460', 'B': '0'}"
kline,1714310874005,BTCUSDT,"{'t': 1714310873000, 'T': 1714310873999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028366, 'L': 3577028368, 'o': '63742.01000000', 'c': '63742.01000000', 'h': '63742.02000000', 'l': '63742.01000000', 'v': '0.00203000', 'n': 3, 'x': True, 'q': '129.39628870', 'V': '0.00084000', 'Q': '53.54329680', 'B': '0'}"
kline,1714310875006,BTCUSDT,"{'t': 1714310874000, 'T': 1714310874999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028369, 'L': 3577028370, 'o': '63742.01000000', 'c': '63742.02000000', 'h': '63742.02000000', 'l': '63742.01000000', 'v': '0.00160000', 'n': 2, 'x': True, 'q': '101.98722000', 'V': '0.00040000', 'Q': '25.49680800', 'B': '0'}"
kline,1714310876006,BTCUSDT,"{'t': 1714310875000, 'T': 1714310875999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028371, 'L': 3577028371, 'o': '63742.01000000', 'c': '63742.01000000', 'h': '63742.01000000', 'l': '63742.01000000', 'v': '0.00079000', 'n': 1, 'x': True, 'q': '50.35618790', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310877007,BTCUSDT,"{'t': 1714310876000, 'T': 1714310876999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028372, 'L': 3577028375, 'o': '63742.01000000', 'c': '63742.01000000', 'h': '63742.01000000', 'l': '63742.01000000', 'v': '0.88751000', 'n': 4, 'x': True, 'q': '56571.67129510', 'V': '0.00000000', 'Q': '0.00000000', 'B': '0'}"
kline,1714310878005,BTCUSDT,"{'t': 1714310877000, 'T': 1714310877999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028376, 'L': 3577028383, 'o': '63742.01000000', 'c': '63741.08000000', 'h': '63742.01000000', 'l': '63741.08000000', 'v': '0.01958000', 'n': 8, 'x': True, 'q': '1248.06840910', 'V': '0.00010000', 'Q': '6.37413800', 'B': '0'}"
kline,1714310879005,BTCUSDT,"{'t': 1714310878000, 'T': 1714310878999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028384, 'L': 3577028390, 'o': '63740.74000000', 'c': '63740.02000000', 'h': '63740.74000000', 'l': '63740.02000000', 'v': '0.01895000', 'n': 7, 'x': True, 'q': '1207.87990940', 'V': '0.00904000', 'Q': '576.21628960', 'B': '0'}"
kline,1714310880004,BTCUSDT,"{'t': 1714310879000, 'T': 1714310879999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028391, 'L': 3577028428, 'o': '63740.02000000', 'c': '63740.00000000', 'h': '63740.02000000', 'l': '63740.00000000', 'v': '0.02940000', 'n': 38, 'x': True, 'q': '1873.95624080', 'V': '0.00898000', 'Q': '572.38533730', 'B': '0'}"
kline,1714310881005,BTCUSDT,"{'t': 1714310880000, 'T': 1714310880999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028429, 'L': 3577028450, 'o': '63739.45000000', 'c': '63739.45000000', 'h': '63739.46000000', 'l': '63739.45000000', 'v': '0.02096000', 'n': 22, 'x': True, 'q': '1335.97901320', 'V': '0.01412000', 'Q': '900.00117520', 'B': '0'}"
kline,1714310882005,BTCUSDT,"{'t': 1714310881000, 'T': 1714310881999, 's': 'BTCUSDT', 'i': '1s', 'f': 3577028451, 'L': 3577028474, 'o': '63739.45000000', 'c': '63736.55000000', 'h': '63739.45000000', 'l': '63736.55000000', 'v': '0.03520000', 'n': 24, 'x': True, 'q': '2243.56315590', 'V': '0.00116000', 'Q': '73.93641590', 'B': '0'}"
